column,column_2
2021-10-11 11:00:00,880
2021-10-11 12:00:00,880
2021-10-11 13:00:00,874
2021-10-11 14:00:00,874
2021-10-11 15:00:00,860
2021-10-11 16:00:00,842
2021-10-11 17:00:00,850
2021-10-11 18:00:00,836
2021-10-11 18:06:00,794
2021-10-11 19:00:00,842
2021-10-11 20:00:00,829
2021-10-11 21:00:00,829
2021-10-11 22:00:00,818
2021-10-11 23:00:00,818
2021-10-12 00:00:00,818
2021-10-12 01:00:00,810
2021-10-12 02:00:00,804
2021-10-12 03:00:00,804
2021-10-12 04:00:00,800
2021-10-12 05:00:00,800
2021-10-12 06:00:00,800
2021-10-12 07:00:00,791
2021-10-12 07:03:00,762
2021-10-12 08:00:00,785
2021-10-12 09:00:00,799
2021-10-12 10:00:00,799
2021-10-12 11:00:00,799
2021-10-12 12:00:00,790
2021-10-12 13:00:00,799
2021-10-12 14:00:00,799
2021-10-12 15:00:00,799
2021-10-12 16:00:00,799
2021-10-12 17:00:00,799
2021-10-12 18:00:00,791
2021-10-12 18:18:00,757
2021-10-12 19:00:00,791
2021-10-12 20:00:00,785
2021-10-12 21:00:00,791
2021-10-12 22:00:00,785
2021-10-12 23:00:00,785
2021-10-13 00:00:00,780
2021-10-13 01:00:00,772
2021-10-13 02:00:00,772
2021-10-13 03:00:00,768
2021-10-13 04:00:00,768
2021-10-13 05:00:00,768
2021-10-13 06:00:00,760
2021-10-13 07:00:00,753
2021-10-13 07:06:00,730
2021-10-13 08:00:00,750
2021-10-13 09:00:00,768
2021-10-13 10:00:00,772
2021-10-13 11:00:00,780
2021-10-13 12:00:00,799
2021-10-13 13:00:00,804
2021-10-13 14:00:00,821
2021-10-13 15:00:00,821
2021-10-13 16:00:00,842
2021-10-13 17:00:00,842
2021-10-13 18:00:00,849
2021-10-13 18:18:00,814
2021-10-13 19:00:00,849
2021-10-13 20:00:00,842
2021-10-13 21:00:00,849
2021-10-13 22:00:00,842
2021-10-13 23:00:00,842
2021-10-14 00:00:00,842
2021-10-14 06:00:00,818
2021-10-14 07:00:00,810
2021-10-14 07:35:00,762
2021-10-14 08:00:00,795
2021-10-14 09:00:00,795
2021-10-14 10:00:00,795
2021-10-14 11:00:00,802
2021-10-14 12:00:00,795
2021-10-14 13:00:00,795
2021-10-14 14:00:00,795
2021-10-14 15:00:00,795
2021-10-14 16:00:00,790
2021-10-14 17:00:00,790
2021-10-14 18:00:00,790
2021-10-14 18:06:00,760
2021-10-14 19:00:00,795
2021-10-14 20:00:00,790
2021-10-14 21:00:00,782
2021-10-14 22:00:00,782
2021-10-14 23:00:00,790
2021-10-15 00:00:00,782
2021-10-15 06:00:00,778
2021-10-15 07:00:00,778
2021-10-15 07:30:00,750
2021-10-15 08:00:00,778
2021-10-15 09:00:00,778
2021-10-15 10:00:00,778
2021-10-15 11:00:00,762
2021-10-15 12:00:00,756
2021-10-15 13:00:00,756
2021-10-15 14:00:00,750
2021-10-15 15:00:00,750
2021-10-15 16:00:00,742
2021-10-15 17:00:00,738
2021-10-15 18:00:00,731
2021-10-15 19:00:00,720
2021-10-15 20:00:00,720
2021-10-15 21:00:00,710
2021-10-15 22:00:00,710
2021-10-15 23:00:00,705
2021-10-16 00:00:00,693
2021-10-16 06:00:00,683
2021-10-16 07:00:00,683
2021-10-16 07:30:00,665
2021-10-16 08:00:00,683
2021-10-16 09:00:00,683
2021-10-16 10:00:00,693
2021-10-16 11:00:00,699
2021-10-16 12:00:00,699
2021-10-16 13:00:00,693
2021-10-16 14:00:00,693
2021-10-16 15:00:00,693
2021-10-16 16:00:00,693
2021-10-16 17:00:00,693
2021-10-16 18:00:00,693
2021-10-16 19:00:00,693
2021-10-16 20:00:00,693
2021-10-16 21:00:00,693
2021-10-16 22:00:00,693
2021-10-16 23:00:00,693
2021-10-17 00:00:00,693
2021-10-17 06:00:00,665
2021-10-17 07:00:00,665
2021-10-17 07:24:00,636
2021-10-17 08:00:00,653
2021-10-17 09:00:00,653
2021-10-17 10:00:00,653
2021-10-17 11:00:00,650
2021-10-17 12:00:00,640
2021-10-17 13:00:00,640
2021-10-17 14:00:00,630
2021-10-17 15:00:00,630
2021-10-17 16:00:00,620
2021-10-17 17:00:00,610
2021-10-17 18:00:00,610
